          0.000,          0.000,          0.000
          0.063,        255.000,          0.000
          0.103,        255.000,         32.000
          0.165,        255.000,        163.000
          0.211,        255.000,        281.000
          0.285,        255.000,        471.000
          0.348,        255.000,        619.000
          0.411,        255.000,        727.000
          0.474,        255.000,        803.000
          0.552,        255.000,        858.000
          0.630,        255.000,        887.000
          0.708,        255.000,        905.000
          0.783,        255.000,        920.000
          0.846,        255.000,        924.000
          0.907,        255.000,        933.000
          0.955,        255.000,        936.000
          1.001,        255.000,        941.000
          1.047,        255.000,        941.000
          1.093,        255.000,        942.000
          1.141,        255.000,        944.000
          1.186,        255.000,        944.000
          1.232,        255.000,        947.000
          1.278,        255.000,        948.000
          1.339,        255.000,        950.000
          1.402,        255.000,        952.000
          1.463,        255.000,        952.000
          1.527,        255.000,        951.000
          1.573,        255.000,        953.000
          1.621,        255.000,        953.000
          1.668,        255.000,        955.000
          1.731,        255.000,        955.000
          1.778,        255.000,        956.000
          1.824,        255.000,        956.000
          1.872,        255.000,        957.000
          1.933,        255.000,        959.000
          1.996,        255.000,        959.000
          2.041,        255.000,        961.000
          2.089,        255.000,        964.000
          2.137,        255.000,        962.000
          2.201,        255.000,        965.000
          2.264,        255.000,        967.000
          2.310,        255.000,        963.000
          2.352,        255.000,        964.000
          2.403,        255.000,        964.000
          2.468,        255.000,        963.000
          2.513,        255.000,        963.000
          2.551,        255.000,        966.000
          2.609,        255.000,        965.000
          2.656,        255.000,        965.000
          2.721,        255.000,        966.000
          2.784,        255.000,        966.000
          2.849,        255.000,        969.000
          2.910,        255.000,        966.000
          2.972,        255.000,        968.000
          3.036,        255.000,        966.000
          3.096,        255.000,        968.000
          3.160,        255.000,        968.000
          3.221,        255.000,        969.000
          3.283,        255.000,        969.000
          3.345,        255.000,        968.000
          3.407,        255.000,        968.000
          3.469,        255.000,        966.000
          3.529,        255.000,        965.000
          3.577,        255.000,        963.000
          3.622,        255.000,        960.000
          3.668,        255.000,        961.000
          3.714,        255.000,        961.000
          3.761,        255.000,        957.000
          3.805,        255.000,        956.000
          3.853,        255.000,        955.000
          3.900,        255.000,        954.000
          3.949,        255.000,        954.000
          3.995,        255.000,        955.000
          4.043,        255.000,        954.000
          4.086,        255.000,        954.000
          4.132,        255.000,        955.000
          4.180,        255.000,        959.000
          4.225,        255.000,        954.000
          4.271,        255.000,        954.000
          4.319,        255.000,        953.000
          4.366,        255.000,        956.000
          4.429,        255.000,        957.000
          4.475,        255.000,        955.000
          4.536,        255.000,        957.000
          4.598,        255.000,        957.000
          4.658,        255.000,        958.000
          4.705,        255.000,        959.000
          4.768,        255.000,        957.000
          4.829,        255.000,        961.000
          4.892,        255.000,        959.000
          4.955,        255.000,        959.000
          5.017,        255.000,        959.000
          5.079,        255.000,        959.000
          5.143,        255.000,        958.000
          5.203,        255.000,        962.000
          5.266,        255.000,        960.000
          5.330,        255.000,        959.000
          5.392,        255.000,        960.000
          5.454,        255.000,        962.000
          5.502,        255.000,        964.000
          5.563,        255.000,        966.000
          5.625,        255.000,        963.000
          5.689,        255.000,        962.000
          5.751,        255.000,        963.000
          5.811,        255.000,        965.000
          5.873,        255.000,        966.000
          5.936,        255.000,        968.000
          5.999,        255.000,        966.000
          6.060,        255.000,        967.000
          6.125,        255.000,        968.000
          6.188,        255.000,        966.000
          6.236,        255.000,        966.000
          6.283,        255.000,        967.000
          6.331,        255.000,        967.000
          6.395,        255.000,        966.000
          6.443,        255.000,        964.000
          6.504,        255.000,        961.000
          6.551,        255.000,        962.000
          6.599,        255.000,        961.000
          6.660,        255.000,        963.000
          6.706,        255.000,        965.000
          6.752,        255.000,        967.000
          6.800,        255.000,        967.000
          6.846,        255.000,        967.000
          6.910,        255.000,        965.000
          6.972,        255.000,        963.000
          7.017,        255.000,        961.000
          7.064,        255.000,        959.000
          7.110,        255.000,        957.000
          7.170,        255.000,        956.000
          7.216,        255.000,        957.000
          7.278,        255.000,        958.000
          7.342,        255.000,        955.000
          7.404,        255.000,        955.000
          7.466,        255.000,        953.000
          7.529,        255.000,        952.000
          7.590,        255.000,        953.000
          7.651,        255.000,        953.000
          7.714,        255.000,        955.000
          7.777,        255.000,        957.000
          7.840,        255.000,        955.000
          7.901,        255.000,        955.000
          7.964,        255.000,        954.000
          8.025,        255.000,        950.000
          8.101,        255.000,        947.000
          8.163,        255.000,        945.000
          8.209,        255.000,        944.000
          8.273,        255.000,        944.000
          8.319,        255.000,        945.000
          8.381,        255.000,        947.000
          8.443,        255.000,        951.000
          8.489,        255.000,        949.000
          8.552,        255.000,        949.000
          8.615,        255.000,        947.000
          8.661,        255.000,        948.000
          8.707,        255.000,        945.000
          8.768,        255.000,        943.000
          8.831,        255.000,        943.000
          8.892,        255.000,        946.000
          8.941,        255.000,        947.000
          9.003,        255.000,        952.000
          9.050,        255.000,        954.000
          9.113,        255.000,        954.000
          9.159,        255.000,        952.000
          9.220,        255.000,        951.000
          9.266,        255.000,        948.000
          9.312,        255.000,        947.000
          9.360,        255.000,        948.000
          9.405,        255.000,        946.000
          9.454,        255.000,        947.000
          9.516,        255.000,        946.000
          9.577,        255.000,        944.000
          9.638,        255.000,        942.000
          9.686,        255.000,        941.000
          9.733,        255.000,        943.000
          9.796,        255.000,        940.000
          9.857,        255.000,        940.000
          9.905,        255.000,        940.000
          9.951,        255.000,        939.000
         10.014,        255.000,        936.000
         10.075,        255.000,        937.000
         10.121,        255.000,        935.000
         10.185,        255.000,        935.000
         10.247,        255.000,        933.000
         10.309,        255.000,        934.000
         10.371,        255.000,        932.000
         10.417,        255.000,        931.000
         10.479,        255.000,        933.000
         10.541,        255.000,        933.000
         10.605,        255.000,        933.000
         10.651,        255.000,        934.000
         10.713,        255.000,        933.000
         10.775,        255.000,        934.000
         10.839,        255.000,        931.000
         10.903,        255.000,        933.000
         10.949,        255.000,        933.000
         11.011,        255.000,        931.000
         11.075,        255.000,        933.000
         11.137,        255.000,        932.000
         11.184,        255.000,        932.000
         11.232,        255.000,        933.000
         11.280,        255.000,        932.000
         11.328,        255.000,        930.000
         11.392,        255.000,        931.000
         11.438,        255.000,        929.000
         11.484,        255.000,        930.000
         11.530,        255.000,        930.000
         11.592,        255.000,        933.000
         11.656,        255.000,        935.000
         11.701,        255.000,        933.000
         11.747,        255.000,        936.000
         11.795,        255.000,        933.000
         11.858,        255.000,        933.000
         11.903,        255.000,        932.000
         11.965,        255.000,        933.000
         12.027,        255.000,        933.000
         12.089,        255.000,        933.000
         12.135,        255.000,        934.000
         12.181,        255.000,        934.000
         12.229,        255.000,        935.000
         12.291,        255.000,        935.000
         12.337,        255.000,        931.000
         12.399,        255.000,        931.000
         12.461,        255.000,        929.000
         12.522,        255.000,        932.000
         12.571,        255.000,        933.000
         12.633,        255.000,        932.000
         12.695,        255.000,        934.000
         12.757,        255.000,        934.000
         12.802,        255.000,        932.000
         12.864,        255.000,        933.000
         12.913,        255.000,        933.000
         12.972,        255.000,        934.000
         13.034,        255.000,        936.000
         13.096,        255.000,        937.000
         13.144,        255.000,        934.000
         13.207,        255.000,        937.000
         13.268,        255.000,        937.000
         13.330,        255.000,        940.000
         13.392,        255.000,        939.000
         13.454,        255.000,        939.000
         13.518,        255.000,        936.000
         13.580,        255.000,        937.000
         13.656,        255.000,        935.000
         13.734,        255.000,        931.000
         13.812,        255.000,        931.000
         13.891,        255.000,        932.000
         13.968,        255.000,        929.000
         14.046,        255.000,        931.000
         14.122,        255.000,        931.000
         14.201,        255.000,        928.000
         14.262,        255.000,        930.000
         14.325,        255.000,        928.000
         14.372,        255.000,        928.000
         14.434,        255.000,        925.000
         14.512,        255.000,        925.000
         14.560,        255.000,        924.000
         14.622,        255.000,        925.000
         14.684,        255.000,        923.000
         14.746,        255.000,        923.000
         14.810,        255.000,        922.000
         14.872,        255.000,        923.000
         14.918,        255.000,        922.000
         14.980,        255.000,        924.000
         15.042,        255.000,        925.000
         15.088,        255.000,        924.000
         15.150,        255.000,        924.000
         15.212,        255.000,        928.000
         15.276,        255.000,        926.000
         15.340,        255.000,        929.000
         15.388,        255.000,        930.000
         15.449,        255.000,        925.000
         15.512,        255.000,        926.000
         15.573,        255.000,        925.000
         15.619,        255.000,        925.000
         15.665,        255.000,        925.000
         15.713,        255.000,        926.000
         15.759,        255.000,        926.000
         15.807,        255.000,        926.000
         15.853,        255.000,        927.000
         15.901,        255.000,        926.000
         15.947,        255.000,        926.000
         16.008,        255.000,        927.000
         16.054,        255.000,        929.000
         16.117,        255.000,        928.000
         16.178,        255.000,        930.000
         16.241,        255.000,        931.000
         16.304,        255.000,        931.000
         16.350,        255.000,        929.000
         16.413,        255.000,        926.000
         16.460,        255.000,        925.000
         16.520,        255.000,        926.000
         16.568,        255.000,        922.000
         16.630,        255.000,        924.000
         16.694,        255.000,        925.000
         16.756,        255.000,        928.000
         16.802,        255.000,        929.000
         16.850,        255.000,        931.000
         16.898,        255.000,        930.000
         16.959,        255.000,        932.000
         17.022,        255.000,        932.000
         17.068,        255.000,        931.000
         17.115,        255.000,        929.000
         17.161,        255.000,        929.000
         17.222,        255.000,        929.000
         17.283,        255.000,        927.000
         17.327,        255.000,        927.000
         17.375,        255.000,        928.000
         17.436,        255.000,        928.000
         17.495,        255.000,        928.000
         17.557,        255.000,        929.000
         17.619,        255.000,        930.000
         17.681,        255.000,        928.000
         17.745,        255.000,        927.000
         17.807,        255.000,        928.000
         17.869,        255.000,        928.000
         17.933,        255.000,        926.000
         18.009,        255.000,        927.000
         18.071,        255.000,        929.000
         18.133,        255.000,        928.000
         18.194,        255.000,        928.000
         18.273,        255.000,        927.000
         18.335,        255.000,        926.000
         18.397,        255.000,        926.000
         18.442,        255.000,        927.000
